Time	Gx	Gy	Gz	Ax	Ay	Az
7299	0.75	-36.35	2.32	0.01	0.06	1.38
7318	-2.64	-39.49	-0.21	0.04	0.09	1.39
7337	-10.38	-39.98	-2.73	0.12	0.05	1.41
7355	-10.53	-32.58	-3.37	0.21	-0.01	1.44
7376	-5.91	-13.63	-6.59	0.32	0.02	1.41
7394	-4.82	13.99	-12.34	0.31	0.08	1.36
7413	-8.13	38.38	-15.63	0.24	0.07	1.32
7431	-8.16	52.87	-18.57	0.14	0.02	1.25
7449	-6.77	55.51	-20.00	0.06	0.03	1.15
7468	-3.81	52.96	-22.20	0.02	0.03	1.12
7487	-1.04	41.52	-22.99	-0.03	0.03	1.06
7506	0.00	26.26	-22.06	-0.02	0.06	0.94
7524	-1.22	14.83	-20.63	0.02	0.06	0.77
7542	-2.09	7.51	-18.04	0.02	0.03	0.62
7561	-1.75	4.32	-16.60	0.02	0.02	0.56
7580	-0.53	-2.44	-13.20	0.00	0.02	0.47
7599	0.53	-10.42	-9.08	-0.01	0.02	0.41
7618	1.71	-17.00	-7.51	0.04	0.01	0.35
7636	0.24	-18.86	-9.89	0.06	0.05	0.30
7655	-3.40	-16.33	-13.46	0.05	0.03	0.26
7673	-3.97	-19.38	-15.26	0.07	-0.01	0.22
7693	-3.62	-12.82	-17.93	0.09	-0.02	0.19
7712	-0.58	-6.12	-18.63	0.11	-0.06	0.19
7732	5.95	5.05	-18.49	0.14	-0.09	0.26
7750	13.29	17.56	-18.05	0.16	-0.08	0.39
7768	19.29	28.32	-15.21	0.09	-0.04	0.59
7788	21.56	26.82	-7.77	-0.07	-0.01	0.85
7806	20.37	2.12	2.41	-0.24	0.03	1.05
7825	19.07	-17.33	7.35	-0.29	0.03	1.12
7843	16.89	-62.18	15.70	-0.26	0.05	1.15
7861	13.40	-95.02	21.24	-0.07	0.05	1.07
7881	9.87	-104.64	24.06	0.12	0.06	0.99
7899	4.07	-92.79	25.36	0.24	0.06	0.95
7916	1.16	-81.94	25.28	0.26	0.05	0.93
7935	-3.80	-60.10	24.73	0.21	0.06	0.90
7953	-9.34	-45.65	25.76	0.11	0.07	0.89
7972	-14.59	-41.76	28.88	0.02	0.07	0.89
7991	-17.18	-46.43	31.91	-0.02	0.05	0.88
8011	-16.14	-54.47	34.23	-0.01	0.02	0.87
8029	-14.07	-57.97	34.61	0.03	-0.01	0.88
8048	-7.80	-62.16	33.39	0.05	-0.02	0.89
8067	-0.12	-59.37	29.62	0.14	-0.02	0.90
8086	6.79	-47.74	24.52	0.20	-0.01	0.89
8105	13.15	-31.30	17.73	0.21	-0.01	0.89
8123	17.62	-16.45	9.51	0.17	-0.00	0.87
8143	19.45	-8.27	0.38	0.10	0.02	0.87
8160	18.94	-7.83	-3.81	0.05	0.04	0.86
8178	16.04	-14.11	-11.11	-0.01	0.03	0.84
8199	13.57	-26.47	-17.93	-0.04	0.03	0.82
8217	10.22	-39.63	-23.39	-0.01	0.04	0.78
8236	6.62	-46.46	-27.19	0.05	0.03	0.72
8255	3.97	-45.29	-29.86	0.10	0.02	0.66
8273	3.02	-42.63	-30.90	0.13	-0.01	0.62
8293	2.44	-34.58	-32.06	0.18	-0.00	0.58
8311	1.05	-21.01	-30.55	0.20	-0.00	0.54
8331	-0.44	-2.03	-27.91	0.21	-0.01	0.44
8350	-0.31	18.17	-25.01	0.20	-0.04	0.38
8368	1.43	37.17	-22.64	0.18	-0.04	0.33
8387	3.27	55.50	-19.76	0.17	-0.02	0.30
8406	3.02	71.00	-15.17	0.13	0.00	0.32
8425	2.17	77.39	-12.50	0.12	0.01	0.36
8442	-0.49	88.06	-6.48	0.11	0.04	0.46
8461	-4.99	95.29	-0.46	0.09	0.05	0.58
8480	-8.61	97.56	4.24	0.03	0.06	0.72
8498	-14.11	89.45	8.15	-0.05	0.10	0.92
8517	-17.93	81.38	10.07	-0.06	0.12	1.08
8535	-25.73	63.49	12.97	-0.03	0.11	1.16
8554	-28.95	49.30	14.04	0.02	0.08	1.31
8571	-27.45	40.36	14.74	0.09	0.05	1.38
8589	-20.95	37.90	13.78	0.13	0.00	1.39
8608	-16.22	38.45	12.53	0.16	0.01	1.41
8626	-6.96	40.99	9.67	0.17	0.03	1.44
8645	-0.23	45.75	7.66	0.19	0.05	1.44
8662	4.24	52.06	5.25	0.17	0.05	1.40
8679	5.65	54.14	3.74	0.12	0.07	1.38
8698	6.84	53.85	-0.09	0.10	0.08	1.37
8716	5.05	48.07	-4.09	0.07	0.09	1.35
8733	1.91	40.66	-8.53	0.07	0.10	1.30
8752	-2.15	34.09	-12.86	0.07	0.10	1.26
8770	-4.15	31.07	-14.54	0.07	0.09	1.25
8789	-8.27	25.44	-16.56	0.08	0.09	1.23
8808	-12.31	20.94	-16.72	0.08	0.08	1.21
8826	-14.91	16.66	-16.57	0.07	0.06	1.18
8845	-14.92	12.41	-17.11	0.06	0.03	1.13
8863	-13.46	9.95	-17.09	0.05	0.00	1.10
8882	-8.09	4.53	-16.42	0.05	-0.01	1.10
8901	-1.89	-1.37	-14.97	0.05	0.01	1.12
